"scientific_name","midpoint_cc","releveCode"
"Maianthemum canadense",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Maianthemum canadense",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Maianthemum canadense",3,"SOUTHERN RICH CONIFER SWAMP"
"Maianthemum canadense",3,"SOUTHERN TERRACE FOREST"
"Maianthemum canadense",3,"SOUTHERN WET ASH SWAMP"
"Matteuccia struthiopteris",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Matteuccia struthiopteris",9,"SOUTHERN TERRACE FOREST"
"Matteuccia struthiopteris",19,"SOUTHERN WET ASH SWAMP"
"Matteuccia struthiopteris",7,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Medicago lupulina",3,"Dry Sand Gravel Prairie Southern"
"Melilotus spp.",7,"Dry Sand Gravel Prairie Southern"
"Melilotus spp.",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Melilotus spp.",9,"SOUTHERN MESIC PRAIRIE"
"Melilotus spp.",3,"Southern Floodplain Forest"
"Menispermum canadense",4,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Menispermum canadense",4,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Menispermum canadense",3,"SOUTHERN TERRACE FOREST"
"Menispermum canadense",3,"SOUTHERN WET ASH SWAMP"
"Menispermum canadense",4,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Menispermum canadense",3,"Southern Floodplain Forest"
"Mentha arvensis",4,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Mentha arvensis",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Mentha arvensis",1,"SOUTHERN WET PRAIRIE"
"Menyanthes trifoliata",4,"SOUTHERN RICH CONIFER SWAMP"
"Milium effusum",1,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Mimulus ringens",3,"SOUTHERN WET PRAIRIE"
"Mimulus ringens",3,"Southern Floodplain Forest"
"Mirabilis hirsuta",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Mirabilis hirsuta",2,"Dry Sand Gravel Prairie Southern"
"Mirabilis hirsuta",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Mirabilis hirsuta",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Mirabilis hirsuta",1,"SOUTHERN MESIC PRAIRIE"
"Mitella diphylla",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Mitella diphylla",4,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Mitella diphylla",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Mitella diphylla",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Mitella nuda",5,"SOUTHERN RICH CONIFER SWAMP"
"Mitella nuda",3,"SOUTHERN WET ASH SWAMP"
"Mollugo verticillata",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Mollugo verticillata",3,"Dry Barrens Prairie Southern"
"Monarda fistulosa",3,"Dry Sand Gravel Prairie Southern"
"Monarda fistulosa",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Monarda fistulosa",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Monarda fistulosa",7,"SOUTHERN MESIC PRAIRIE"
"Monarda fistulosa",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Monotropa uniflora",1,"SOUTHERN DRY-MESIC OAK FOREST"
"Monotropa uniflora",1,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Monotropa uniflora",2,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Morus alba",1,"Dry Sand Gravel Prairie Southern"
"Muhlenbergia cuspidata",8,"Dry Sand Gravel Prairie Southern"
"Muhlenbergia cuspidata",8,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Muhlenbergia cuspidata",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Muhlenbergia frondosa",3,"SOUTHERN MESIC PRAIRIE"
"Muhlenbergia frondosa",3,"SOUTHERN WET PRAIRIE"
"Muhlenbergia glomerata",5,"SOUTHERN MESIC PRAIRIE"
"Muhlenbergia glomerata",4,"SOUTHERN SEEPAGE MEADOW/CARR"
"Muhlenbergia glomerata",4,"SOUTHERN WET PRAIRIE"
"Muhlenbergia mexicana",5,"SOUTHERN MESIC PRAIRIE"
"Muhlenbergia mexicana",4,"SOUTHERN SEEPAGE MEADOW/CARR"
"Muhlenbergia racemosa",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Muhlenbergia racemosa",3,"SOUTHERN MESIC PRAIRIE"
"Muhlenbergia racemosa",1,"SOUTHERN RICH CONIFER SWAMP"
"Myosotis scorpioides",38,"SOUTHERN SEEPAGE MEADOW/CARR"
"Myosotis scorpioides",4,"SOUTHERN WET ASH SWAMP"
"Nemopanthus mucronatus",3,"SOUTHERN RICH CONIFER SWAMP"
"Nepeta cataria",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Nuphar luteum",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Oenothera biennis",2,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Oenothera biennis",3,"Dry Barrens Prairie Southern"
"Oenothera biennis",3,"Dry Sand Gravel Prairie Southern"
"Oenothera biennis",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Oenothera biennis",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Oenothera biennis",2,"SOUTHERN MESIC PRAIRIE"
"Oenothera clelandii",3,"Dry Barrens Prairie Southern"
"Oenothera clelandii",1,"Dry Sand Gravel Prairie Southern"
"Oenothera clelandii",1,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Oenothera perennis",3,"SOUTHERN WET PRAIRIE"
"Oenothera rhombipetala",5,"Dry Barrens Prairie Southern"
"Oenothera rhombipetala",5,"Dry Sand Gravel Prairie Southern"
"Onoclea sensibilis",6,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Onoclea sensibilis",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Onoclea sensibilis",12,"SOUTHERN RICH CONIFER SWAMP"
"Onoclea sensibilis",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Onoclea sensibilis",6,"SOUTHERN WET ASH SWAMP"
"Onoclea sensibilis",8,"SOUTHERN WET PRAIRIE"
"Onoclea sensibilis",3,"Southern Floodplain Forest"
"Onosmodium molle",3,"Dry Sand Gravel Prairie Southern"
"Ophioglossum pusillum",3,"SOUTHERN WET PRAIRIE"
"Orchis spectabilis",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Orchis spectabilis",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Oryzopsis asperifolia",4,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Oryzopsis asperifolia",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Oryzopsis asperifolia",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Oryzopsis racemosa",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Oryzopsis racemosa",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Oryzopsis racemosa",5,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Osmorhiza claytonii",5,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Osmorhiza claytonii",10,"SOUTHERN DRY-MESIC OAK FOREST"
"Osmorhiza claytonii",7,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Osmorhiza claytonii",6,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Osmorhiza claytonii",3,"SOUTHERN TERRACE FOREST"
"Osmorhiza claytonii",3,"SOUTHERN WET ASH SWAMP"
"Osmorhiza claytonii",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Osmorhiza longistylis",4,"SOUTHERN DRY-MESIC OAK FOREST"
"Osmorhiza longistylis",6,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Osmorhiza longistylis",9,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Osmunda cinnamomea",10,"SOUTHERN RICH CONIFER SWAMP"
"Osmunda claytoniana",9,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Osmunda claytoniana",5,"SOUTHERN DRY-MESIC OAK FOREST"
"Osmunda claytoniana",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Osmunda claytoniana",3,"SOUTHERN WET ASH SWAMP"
"Osmunda regalis",3,"SOUTHERN RICH CONIFER SWAMP"
"Ostrya virginiana",14,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Ostrya virginiana",9,"SOUTHERN DRY-MESIC OAK FOREST"
"Ostrya virginiana",15,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Ostrya virginiana",26,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Ostrya virginiana",38,"SOUTHERN TERRACE FOREST"
"Ostrya virginiana",8,"SOUTHERN WET ASH SWAMP"
"Ostrya virginiana",8,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Oxalis cmx.",1,"Dry Sand Gravel Prairie Southern"
"Oxalis cmx.",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Oxalis cmx.",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Oxalis cmx.",1,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Oxalis cmx.",3,"SOUTHERN MESIC PRAIRIE"
"Oxalis cmx.",1,"SOUTHERN WET ASH SWAMP"
"Oxalis cmx.",3,"SOUTHERN WET PRAIRIE"
"Oxalis cmx.",3,"Southern Floodplain Forest"
"Oxalis violacea",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Oxalis violacea",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Oxypolis rigidior",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Oxypolis rigidior",3,"SOUTHERN WET PRAIRIE"
"Panax quinquefolium",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Panax quinquefolium",2,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Panax quinquefolium",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Panicum boreale",5,"SOUTHERN WET PRAIRIE"
"Panicum capillare",1,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Panicum capillare",1,"Dry Barrens Prairie Southern"
"Panicum capillare",3,"SOUTHERN MESIC PRAIRIE"
"Panicum columbianum",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Panicum commonsianum",5,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Panicum commonsianum",9,"Dry Barrens Prairie Southern"
"Panicum commonsianum",3,"SOUTHERN MESIC PRAIRIE"
"Panicum lanuginosum",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Panicum lanuginosum",2,"Dry Barrens Prairie Southern"
"Panicum lanuginosum",4,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Panicum leibergii",3,"Dry Sand Gravel Prairie Southern"
"Panicum leibergii",5,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Panicum leibergii",3,"SOUTHERN MESIC PRAIRIE"
"Panicum linearifolium",5,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Panicum linearifolium",15,"Dry Barrens Prairie Southern"
"Panicum linearifolium",5,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Panicum linearifolium",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Panicum oligosanthes",9,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Panicum oligosanthes",3,"Dry Barrens Prairie Southern"
"Panicum oligosanthes",3,"Dry Sand Gravel Prairie Southern"
"Panicum oligosanthes",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Panicum oligosanthes",4,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Panicum oligosanthes",4,"SOUTHERN MESIC PRAIRIE"
"Panicum perlongum",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Panicum perlongum",3,"Dry Barrens Prairie Southern"
"Panicum perlongum",15,"Dry Sand Gravel Prairie Southern"
"Panicum perlongum",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Panicum perlongum",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Panicum perlongum",3,"SOUTHERN MESIC PRAIRIE"
"Panicum virgatum",4,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Panicum virgatum",4,"Dry Barrens Prairie Southern"
"Panicum virgatum",3,"Dry Sand Gravel Prairie Southern"
"Panicum virgatum",4,"SOUTHERN MESIC PRAIRIE"
"Panicum wilcoxianum",15,"Dry Barrens Prairie Southern"
"Panicum wilcoxianum",3,"Dry Sand Gravel Prairie Southern"
"Panicum wilcoxianum",4,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Parnassia glauca",3,"SOUTHERN RICH CONIFER SWAMP"
"Parnassia glauca",1,"SOUTHERN WET PRAIRIE"
"Parthenocissus cmx.",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Parthenocissus cmx.",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Parthenocissus cmx.",1,"Dry Sand Gravel Prairie Southern"
"Parthenocissus cmx.",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Parthenocissus cmx.",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Parthenocissus cmx.",3,"SOUTHERN MESIC PRAIRIE"
"Parthenocissus cmx.",4,"SOUTHERN RICH CONIFER SWAMP"
"Parthenocissus cmx.",3,"SOUTHERN WET ASH SWAMP"
"Parthenocissus spp.",6,"SOUTHERN DRY-MESIC OAK FOREST"
"Parthenocissus spp.",6,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Parthenocissus spp.",6,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Parthenocissus spp.",5,"SOUTHERN SEEPAGE MEADOW/CARR"
"Parthenocissus spp.",7,"SOUTHERN TERRACE FOREST"
"Parthenocissus spp.",2,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Parthenocissus spp.",4,"Southern Floodplain Forest"
"Paspalum setaceum",6,"Dry Barrens Prairie Southern"
"Paspalum setaceum",5,"Dry Sand Gravel Prairie Southern"
"Pedicularis canadensis",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Pedicularis canadensis",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Pedicularis canadensis",8,"SOUTHERN MESIC PRAIRIE"
"Pedicularis canadensis",3,"SOUTHERN WET PRAIRIE"
"Pedicularis lanceolata",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Pedicularis lanceolata",2,"SOUTHERN RICH CONIFER SWAMP"
"Pedicularis lanceolata",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Pedicularis lanceolata",3,"SOUTHERN WET PRAIRIE"
"Pediomelum argophyllum",3,"Dry Sand Gravel Prairie Southern"
"Pediomelum argophyllum",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Pediomelum argophyllum",3,"SOUTHERN MESIC PRAIRIE"
"Pediomelum esculentum",1,"Dry Sand Gravel Prairie Southern"
"Pediomelum esculentum",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Penstemon gracilis",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Penstemon gracilis",3,"Dry Barrens Prairie Southern"
"Penstemon gracilis",3,"Dry Sand Gravel Prairie Southern"
"Penstemon gracilis",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Penstemon grandiflorus",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Penstemon grandiflorus",3,"Dry Barrens Prairie Southern"
"Penstemon grandiflorus",3,"Dry Sand Gravel Prairie Southern"
"Penstemon grandiflorus",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Penstemon grandiflorus",1,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Phalaris arundinacea",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Phalaris arundinacea",1,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Phalaris arundinacea",5,"SOUTHERN MESIC PRAIRIE"
"Phalaris arundinacea",5,"SOUTHERN RICH CONIFER SWAMP"
"Phalaris arundinacea",8,"SOUTHERN SEEPAGE MEADOW/CARR"
"Phalaris arundinacea",5,"SOUTHERN TERRACE FOREST"
"Phalaris arundinacea",7,"SOUTHERN WET ASH SWAMP"
"Phalaris arundinacea",3,"SOUTHERN WET PRAIRIE"
"Phalaris arundinacea",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Phalaris arundinacea",7,"Southern Floodplain Forest"
"Phleum pratense",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Phleum pratense",3,"SOUTHERN MESIC PRAIRIE"
"Phleum pratense",2,"SOUTHERN WET PRAIRIE"
"Phlox divaricata",4,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Phlox divaricata",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Phlox divaricata",5,"SOUTHERN TERRACE FOREST"
"Phlox divaricata",4,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Phlox pilosa",15,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Phlox pilosa",2,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Phlox pilosa",3,"SOUTHERN MESIC PRAIRIE"
"Phlox pilosa",4,"SOUTHERN WET PRAIRIE"
"Phragmites australis",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Phragmites australis",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Phryma leptostachya",3,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Phryma leptostachya",6,"SOUTHERN DRY-MESIC OAK FOREST"
"Phryma leptostachya",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Phryma leptostachya",5,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Phryma leptostachya",1,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Physalis heterophylla",5,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Physalis heterophylla",3,"Dry Barrens Prairie Southern"
"Physalis heterophylla",3,"Dry Sand Gravel Prairie Southern"
"Physalis heterophylla",2,"SOUTHERN MESIC PRAIRIE"
"Physalis virginiana",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Physalis virginiana",3,"Dry Barrens Prairie Southern"
"Physalis virginiana",3,"Dry Sand Gravel Prairie Southern"
"Physalis virginiana",2,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Physalis virginiana",3,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Physalis virginiana",3,"SOUTHERN MESIC PRAIRIE"
"Physalis virginiana",3,"Southern Floodplain Forest"
"Physostegia virginiana",1,"SOUTHERN SEEPAGE MEADOW/CARR"
"Physostegia virginiana",3,"Southern Floodplain Forest"
"Pilea cmx.",12,"SOUTHERN RICH CONIFER SWAMP"
"Pilea cmx.",8,"SOUTHERN SEEPAGE MEADOW/CARR"
"Pilea cmx.",9,"SOUTHERN WET ASH SWAMP"
"Pilea cmx.",21,"Southern Floodplain Forest"
"Pilea spp.",15,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Pilea spp.",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Pilea spp.",38,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Pilea spp.",9,"SOUTHERN TERRACE FOREST"
"Pilea spp.",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Pinus banksiana",5,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Pinus strobus",33,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Pinus strobus",15,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Plantago aristata",15,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Plantago major",1,"SOUTHERN WET PRAIRIE"
"Plantago major",1,"SOUTHERN WET-MESIC HARDWOOD FOREST"
"Plantago patagonica",2,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Plantago patagonica",15,"Dry Barrens Prairie Southern"
"Plantago patagonica",2,"Dry Sand Gravel Prairie Southern"
"Poa compressa",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Poa compressa",3,"Dry Barrens Prairie Southern"
"Poa compressa",4,"Dry Sand Gravel Prairie Southern"
"Poa compressa",6,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Poa compressa",5,"SOUTHERN MESIC PRAIRIE"
"Poa paludigena",5,"SOUTHERN RICH CONIFER SWAMP"
"Poa paludigena",5,"SOUTHERN SEEPAGE MEADOW/CARR"
"Poa paludigena",3,"SOUTHERN WET ASH SWAMP"
"Poa palustris",4,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Poa palustris",3,"SOUTHERN RICH CONIFER SWAMP"
"Poa palustris",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Poa palustris",3,"SOUTHERN WET PRAIRIE"
"Poa pratensis",13,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Poa pratensis",11,"Dry Barrens Prairie Southern"
"Poa pratensis",3,"Dry Sand Gravel Prairie Southern"
"Poa pratensis",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Poa pratensis",10,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Poa pratensis",22,"SOUTHERN DRY SAVANNA, DRY SAND-GRAVEL OAK SAVANNA (SOUTHERN) TYPE"
"Poa pratensis",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Poa pratensis",20,"SOUTHERN MESIC PRAIRIE"
"Poa pratensis",1,"SOUTHERN RICH CONIFER SWAMP"
"Poa pratensis",2,"SOUTHERN SEEPAGE MEADOW/CARR"
"Poa pratensis",3,"SOUTHERN WET ASH SWAMP"
"Poa pratensis",5,"SOUTHERN WET PRAIRIE"
"Poa sylvestris",3,"SOUTHERN WET ASH SWAMP"
"Pogonia ophioglossoides",3,"SOUTHERN RICH CONIFER SWAMP"
"Polanisia dodecandra",1,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Polygala polygama",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Polygala polygama",3,"Dry Barrens Prairie Southern"
"Polygala polygama",3,"SOUTHERN DRY PRAIRIE, DRY BEDROCK BLUFF PRAIRIE (SOUTHERN) TYPE"
"Polygala polygama",3,"SOUTHERN MESIC PRAIRIE"
"Polygala sanguinea",3,"SOUTHERN MESIC PRAIRIE"
"Polygala sanguinea",3,"SOUTHERN WET PRAIRIE"
"Polygala senega",1,"SOUTHERN WET PRAIRIE"
"Polygonatum biflorum",1,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Polygonatum biflorum",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Polygonatum biflorum",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Polygonatum biflorum",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Polygonatum biflorum",1,"SOUTHERN MESIC PRAIRIE"
"Polygonatum biflorum",3,"SOUTHERN TERRACE FOREST"
"Polygonatum pubescens",2,"CENTRAL MESIC HARDWOOD FOREST (EASTERN)"
"Polygonatum pubescens",3,"SOUTHERN DRY-MESIC OAK FOREST"
"Polygonatum pubescens",3,"SOUTHERN MESIC MAPLE-BASSWOOD FOREST"
"Polygonatum pubescens",3,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Polygonatum pubescens",3,"SOUTHERN WET ASH SWAMP"
"Polygonella articulata",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Polygonella articulata",3,"Dry Barrens Prairie Southern"
"Polygonum amphibium",9,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Polygonum amphibium",3,"SOUTHERN WET PRAIRIE"
"Polygonum convolvulus",5,"Dry Barrens Prairie Southern"
"Polygonum convolvulus",2,"Dry Sand Gravel Prairie Southern"
"Polygonum convolvulus",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Polygonum convolvulus",1,"SOUTHERN MESIC OAK-BASSWOOD FOREST"
"Polygonum convolvulus",1,"SOUTHERN MESIC PRAIRIE"
"Polygonum hydropiperoides",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Polygonum lapathifolium",1,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Polygonum punctatum",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Polygonum punctatum",4,"SOUTHERN RICH CONIFER SWAMP"
"Polygonum punctatum",3,"SOUTHERN WET PRAIRIE"
"Polygonum punctatum",15,"Southern Floodplain Forest"
"Polygonum sagittatum",3,"NORTHERN WET MEADOW/CARR, SEDGE MEADOW TYPE"
"Polygonum sagittatum",3,"SOUTHERN RICH CONIFER SWAMP"
"Polygonum sagittatum",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Polygonum scandens",15,"Southern Floodplain Forest"
"Polygonum tenue",3,"Dry Barrens Oak Savanna (Southern)    UPs14a"
"Polygonum tenue",1,"Dry Barrens Prairie Southern"
"Polygonum tenue",3,"Dry Sand Gravel Prairie Southern"
"Polygonum virginianum",3,"SOUTHERN WET ASH SWAMP"
"Polygonum virginianum",4,"Southern Floodplain Forest"
"Populus deltoides",3,"SOUTHERN SEEPAGE MEADOW/CARR"
"Populus deltoides",15,"SOUTHERN TERRACE FOREST"
"Populus deltoides",3,"SOUTHERN WET-MESIC HARDWOOD FOREST"
