"","Acalypha rhomboidea","Acer ginnala","Acer negundo","Acer platanoides","Acer rubrum","Acer saccharinum","Achillea millefolium","Actaea rubra","Actaea spp.","Ageratina altissima","Agrimonia pubescens","Agrimonia spp.","Agrimonia striata","Agrostis gigantea","Alliaria petiolata","Allium tricoccum","Alnus incana","Ambrosia artemisiifolia","Ambrosia psilostachya","Ambrosia trifida","Amelanchier sp.","Amorpha canescens","Amphicarpaea bracteata","Andropogon gerardii","Anemone cylindrica","Anemone quinquefolia","Antennaria sp.","Antennaria spp.","Apocynum androsaemifolium","Aquilegia canadensis","Aralia racemosa","Arctium minus","Arisaema triphyllum","Artemisia ludoviciana","Asclepias exaltata","Asclepias incarnata","Asclepias syriaca","Asclepias tuberosa","Asclepias verticillata","Asparagus officinalis","Astragalus crassicarpus","Athyrium filix-femina","Athyrium Filix-femina","Baptisia lactea","Berberis thunbergii","Berteroa incana","Betula papyrifera","Bidens cernua","Bidens connata","Boehmeria cylindrica","Botrychium oneidense","Bouteloua curtipendula","Bouteloua hirsuta","Bromus inermis","Calamagrostis canadensis","Calamagrostis spp.","Campanula americana","Campanula aparinoides","Campanula rotundifolia","Cardamine impatiens","Carduus acanthoides","Carex blanda","Carex c.f. blanda","Carex cf. Carex blanda","Carex cf. Carex brevior","Carex comosa","Carex cristatella","Carex hystericina","Carex molesta","Carex pensylvanica","Carex radiata","Carex rosea","Carex scoparia","Carex sp.","Carex sp. #1","Carex sp. #2 - broader leaves","Carex spp.","Carex sprengelii","Carex stipata","Carya cordiformis","Caulophyllum thalictroides","Celastrus scandens","Celtis occidentalis","Cerastium fontanum","Cf. Lactuca biennis","Cf. Triticum aestivum","Chamaecrista fasciculata","Chenopodium album","Circaea lutetiana","Cirsium arvense","Cirsium discolor","Cirsium pumilum var. hillii","Cirsium spp.","Cirsium vulgare","Conyza canadensis","Coreopsis palmata","Cornus alternifolia","Cornus racemosa","Cornus sericea","Corylus americana","Corylus cornuta","Corylus sp.","Crotalaria sagittalis","Cryptotaenia canadensis","Cyperus lupulinus","Cystopteris spp.","Dalea purpurea","Delphinium carolinianum","Desmodium canadense","Desmodium glutinosum","Dicanthelium sp.","Dichanthelium sp.","Dichanthelium spp.","Digitaria cognata","Digitaria ischaemum","Doellingeria umbellata","Dryopteris carthusiana","Dryopteris cf. carthusiana","Dryopteris cristata","Echinocystis lobata","Elaeagnus angustifolia","Eleocharis sp.","Elymus canadensis","Elymus hystrix","Elymus repens","Elymus virginicus","Epilobium coloratum","Epilobium spp.","Equisetum hyemal","Equisetum hyemale","Equisetum sp.","Eragrostis spectabilis","Erechtites hieraciifolius","Erigeron annuus","Erigeron spp.","Erigeron strigosus","Eriochloa villosa","Eupatorium perfoliatum","Euphorbia corollata","Eutrochium maculatum","Exotic Lonicera sp.","Exotic Lonicera spp.","Exotica Lonicera spp.","Festuca subverticillata","Fragaria vesca","Frangula alnus","Fraxinus pennsylvanica","Galearis spectabilis c.f.","Galeopsis tetrahit","Galium aparine","Galium asprellum","Galium triflorum","Gentiana flavida","Geranium maculatum","Geum canadense","Geum macrophyllum var. perincisum","Gleditsia triacanthos","Glyceria grandis","Glyceria striata","Hackelia virginiana","Heliopsis helianthoides","Hesperostipa spartea","Impatiens capensis","Impatiens spp.","Juglans nigra","Juncus tenuis","Juniperus virginiana","Lactuca biennis","Lactuca canadensis","Laportea canadensis","Larix laricina","Leersia oryzoides","Leersia virginica","Leonurus cardiaca","Lespedeza capitata","Linaria vulgaris","Linum sulcatum","Liparis liliifolia","Lithospermum canescens","Lobelia siphilitica","Lonicera dioica","Lonicera sp.","Lonicera spp.","Lonicera tatarica","Lotus corniculatus","Lupinus perennis","Lycopus americanus","Lycopus uniflorus","Lysimachia ciliata","Lythrum salicaria","Maianthemum canadense","Maianthemum racemosum","Malus spp.","Medicago lupulina","Melilotus alba","Mentha arvensis","Micranthes pensylvanica","Monarda fistulosa","Morus alba","Muhlenbergia frondosa","Muhlenbergia sp.","non-native Euphorbia spp.","Oenothera biennis s.l.","Onoclea sensibilis","Orchid sp.","Osmorhiza claytonii","Osmorhiza longistylis","Osmunda claytoniana","Ostrya virginiana","Oxalis stricta","Panicum virgatum","Parthenocissus inserta","Parthenocissus quinquefolia","Penstemon digitalis","Penstemon grandiflorus","Persicaria lapathifolia","Persicaria punctata","Persicaria sagittata","Phalaris arundinacea","Phleum pratense","Phryma leptostachya","Physalis heterophylla","Physalis spp.","Physostegia virginiana","Pilea fontana","Pilea pumila","Plantago major","Plantago rugelii","Plantago sp.","Platanthera aquilonis","Poa palustris","Poa pratensis","Polygonatum biflorum","Populus tremuloides","Potentilla arguta ssp. arguta","Potentilla norvegica","Potentilla recta","Prunella vulgaris","Prunus serotina","Prunus virginiana","Pteridium aquilinum","Pyrola elliptica","Quercus alba","Quercus ellipsoidalis","Quercus macrocarpa","Quercus rubra","Ranunculus abortivus","Ranunculus hispidus","Ranunculus recurvatus","Ratibida pinnata","Rhamnus cathartica","Rhus glabra","Ribes americanum","Ribes missouriense","Ribes sp.","Ribes spp.","Rubus allegheniensis s.s.","Rubus flagellaris s.l.","rubus idaeus","Rubus idaeus","Rubus multifer","Rubus occidentalis","Rubus pubescens","Rudbeckia hirta","Rudbeckia laciniata","Rumex acetosella","Rumex britannica","Salix petiolaris","Salix sp.","Sambucus canadensis","Sambucus racemosa","Sambucus sp.","Sambucus spp.","Sanguinaria canadensis","Sanicula odorata","Schizachyrium scoparium","Scirpus atrovirens s.s.","Scirpus cyperinus s.s.","Scrophularia lanceolata","Scutellaria lateriflora","Scutellaria leonardii","Setaria pumila","Setaria viridis","Silene latifolia","Silphium laciniatum","Silphium perfoliatum","Smilax lasioneura","Smilax tamnoides","Solanum dulcamara","Solidago altissima","Solidago cf. canadensis","Solidago flexicaulis","Solidago gigantea","Solidago nemoralis","Solidago rigida","Solidago speciosa","Solidago spp.","Solidago ulmifolia","Sorbus aucuparia","Sorghastrum nutans","Spartina pectinata","Sporobolus heterolepis","Stellaria longifolia","Symphyotrichum laeve","Symphyotrichum lateriflorum","Symphyotrichum novae-angliae","Symphyotrichum oblongifolium","Symphyotrichum ontarionis","Symphyotrichum oolentangiense","Symphyotrichum pilosum","Symphyotrichum sericeum","Symphyotrichum spp.","Symphyotrichum spp. 2","Symphyotrichum urophyllum","Sympyotrichum spp.","Taraxacum officinale","Thalictrum dasycarpum","Thalictrum dioicum","Thelypteris palustris","Tilia americana","Torilis japonica","Toxicodendron rydbergii","Tragopogon pratensis","Trifolium repens","Triosteum perfoliatum","Typha angustifolia/typha x glauca","Typha latifolia","Ulmus americana","Ulmus pumila","Ulmus sp.","Unknown aster","Unknown aster #1","Unknown aster #2","Unknown Carex #1","Unknown Carex #2","unknown forb","Unknown forb","Unknown grass (warm season)","Unknown woodland grass","Urtica dioica","Verbascum thapsus","Verbena hastata","Verbena stricta","Viburnum lentago","Viburnum opulus var. americanum","Viburnum opulus var. opulus","Viburnum rafinesquianum","Vinca minor","Viola palmata var. pedatifida","Viola pedata","Viola pubescens","Viola sp.","Viola spp.","Vitis riparia","Zanthoxylum americanum","NA","Abies balsamea","acer negundo","Acer saccharum","Actaea pachypoda","Agastache foeniculum","Agrostis scabra","Anaphalis margaritacea","Antennaria neglecta s.s.","Aralia nudicaulis","Asarum canadense","Asclepias ovalifolia","Asclepias viridiflora","Bouteloua curtipendula var. curtipendula","Bromus spp.","Calystegia sepium","Carex tribuloides","Carex vulpinoidea","Cerastium spp.","Chelone glabra","Chenopodium album s.s.","Circaea lutetiana var. canadensis","Crataegus spp.","Desmodium nudiflorum","Desmodium spp.","Dichanthelium oligosanthes","Dichanthelium oligosanthes ssp. scribnerianum","Diervilla lonicera","Digitaria spp.","Enemion biternatum","Epilobium ciliatum","Equisetum fluviatile","Equisetum spp.","Euonymus alatus","Eutrochium purpureum","Fallopia convolvulus","Fragaria virginiana","Fraxinus nigra","Galium spp.","Gentiana andrewsii","Geum aleppicum","Geum laciniatum","Geum macrophyllum","Geum spp.","Glechoma hederacea","Hackelia spp.","Helianthus annuus","Helianthus grosseserratus","Helianthus spp.","Hesperis matronalis","Hydrophyllum virginianum","Impatiens pallida","Juncus spp.","Juniperus virginiana var. virginiana","Lactuca serriola","Lactuca spp.","Leersia spp.","Lespedeza leptostachya","lonicera spp.","Lycopus virginicus","Lysimachia nummularia","Maianthemum spp.","Maianthemum trifolium","Menispermum canadense","Muhlenbergia richardsonis","Myosoton aquaticum","Oenothera biennis","oxalis stricta","Panicum spp.","Parthenocissus spp.","Parthenocissus vitacea","Pedicularis lanceolata","Persicaria amphibia","Persicaria minor","Persicaria pensylvanica","Physalis virginiana","Picea glauca","plantago major","Plantago spp.","Poa spp.","Populus deltoides","Populus grandidentata","Potentilla arguta","Potentilla simplex","Potentilla spp.","Pseudognaphalium obtusifolium","Pycnanthemum virginianum","Ranunculus spp.","Rhamnus alnifolia","Ribes cynosbati","Rubus allegheniensis","Rubus spp.","Rudbeckia triloba","Rumex acetosa","Rumex spp.","Salix spp.","Sanicula canadensis","Sanicula gregaria","Sanicula spp.","Scirpus pallidus","Smilax ecirrhata","Smilax herbacea","Smilax spp.","Solanum carolinense","Solidago canadensis","Solidago canadensis s.s.","Sorbus decora","Symphyotrichum cordifolium","Symphyotrichum ericoides","Symphyotrichum lanceolatum","taraxacum officinale","Teucrium canadense","Thalictrum thalictroides","Tragopogon dubius","Trifolium hybridum","Trillium cernuum","Trillium grandiflorum","Trillium spp.","Unknown","Unknown grass","Uvularia grandiflora","Uvularia sessilifolia","Verbena urticifolia","Viburnum opulus","Viburnum opulus s.l.","Viola nephrophylla","Viola palmata","Viola sororia s.l.","vitis riparia","Zizia aurea","Abutilon theophrasti","Acorus calamus","Adiantum pedatum","Agalinis tenuifolia","Agrostis hyemalis","Alisma triviale","Allium canadense","Allium stellatum","Amelanchier cmx.","Amelanchier laevis","Amorpha fruticosa","Amorpha nana","Anemone acutiloba","Anemone americana","Anemone canadensis","Anemone patens","Anemone virginiana","Angelica atropurpurea","Apios americana","Aplectrum hyemale","Apocynum cannabinum","Apocynum sibiricum","Arabis divaricarpa","Arabis hirsuta","Arabis lyrata","Arenaria stricta","Aristida basiramea","Aristida tuberculosa","Artemisia campestris","Artemisia dracunculus","Artemisia frigida","Artemisia serrata","Aster borealis","Aster cordifolius","Aster drummondii","Aster ericoides","Aster firmus","Aster laevis","Aster lanceolatus","Aster lateriflorus","Aster macrophyllus","Aster novae-angliae","Aster oblongifolius","Aster ontarionis","Aster oolentangiensis","Aster prenanthoides","Aster pubentior","Aster sagittifolius","Aster sericeus","Aster umbellatus","Astragalus agrestis","Astragalus canadensis","Berula erecta","Besseya bullii","Betula alleghaniensis","Betula pumila","Bidens spp.","Boltonia asteroides","Botrychium dissectum","Botrychium multifidum","Botrychium virginianum","Bouteloua gracilis","Brachyelytrum erectum","Bromus altissimus","Bromus ciliatus","Bromus kalmii","Bromus tectorum","Calamagrostis stricta","Calamovilfa longifolia","Calla palustris","Calopogon tuberosus","Caltha palustris","Calylophus serrulata","Cardamine concatenata","Cardamine pensylvanica","Cardamine rhomboidea","Carduus nutans","Carex albursina","Carex amphibola","Carex aquatilis","Carex bebbii","Carex bicknellii","Carex brevior","Carex bromoides","Carex brunnescens","Carex buxbaumii","Carex canescens","Carex cephalantha","Carex conoidea","Carex crawfordii","Carex deweyana","Carex diandra","Carex disperma","Carex emoryi","Carex gracilescens","Carex gracillima","Carex granularis","Carex haydenii","Carex hirtifolia","Carex hitchcockiana","Carex interior","Carex intumescens","Carex lacustris","Carex lasiocarpa","Carex laxiculmis","Carex leptalea","Carex leptonervia","Carex lupulina","Carex meadii","Carex muhlenbergii","Carex obtusata","Carex paupercula","Carex peckii","Carex pedunculata","Carex pellita","Carex prairea","Carex pseudocyperus","Carex sartwellii","Carex siccata","Carex sparganioides","Carex stricta","Carex tenera","Carex tetanica","Carex trichocarpa","Carex trisperma","Carex typhina","Carex umbellata","Carex utriculata","Carex vesicaria","Carpinus caroliniana","Castilleja coccinea","Ceanothus americanus","Cenchrus longispinus","Cerastium arvense","Chamaedaphne calyculata","Chenopodium desiccatum","Chrysopsis villosa","Cicuta bulbifera","Cicuta maculata","Cinna arundinacea","Circaea alpina","Cirsium altissimum","Cirsium flodmani","Cirsium hillii","Cirsium muticum","Claytonia virginica","Clematis virginiana","Comandra umbellata","Corallorhiza spp.","Cornus amomum","Cornus canadensis","Cornus rugosa","Crataegus cmx.","Crataegus punctata","Crepis tectorum","Cuscuta spp.","Cycloloma atriplicifolium","Cyperus schweinitzii","Cyperus spp.","Cypripedium acaule","Cypripedium calceolus","Cypripedium candidum","Cypripedium reginae","Cystopteris bulbifera","Cystopteris fragilis","Cystopteris protrusa","Cystopteris tenuis","Dalea candida","Dalea villosa","Desmodium illinoense","Dicentra cucullaria","Dioscorea villosa","Dirca palustris","Drosera rotundifolia","Dulichium arundinaceum","Eleocharis compressa","Elymus trachycaulus","Elymus villosus","Elymus wiegandii","Elytrigia repens","Epilobium cm1","Epilobium cm2","Equisetum arvense","Equisetum laevigatum","Equisetum pratense","Erechtites hieracifolia","Erigeron philadelphicus","Eriocaulon aquaticum","Eriophorum angustifolium","Eriophorum spissum","Eryngium yuccifolium","Erysimum inconspicuum","Erythronium albidum","Erythronium propullans","Euonymus atropurpureus","Eupatorium maculatum","Eupatorium purpureum","Eupatorium rugosum","Euphorbia geyeri","Euphorbia glyptosperma","Euphorbia maculata","Euthamia graminifolia","Ferns and Fern Allies NA","Fraxinus americana","Froelichia floridana","Galium boreale","Galium concinnum","Galium labradoricum","Galium obtusum","Galium tinctorium","Galium trifidum","Gentiana billingtonii","Gentianopsis procera","Geum triflorum","Glyceria canadensis","Glycyrrhiza lepidota","Gnaphalium obtusifolium","Habenaria flava","Habenaria hyperborea","Habenaria lacera","Habenaria psycodes","Hackelia cmx.","Hedeoma hispida","Helenium autumnale","Helianthemum bicknellii","Helianthus giganteus","Helianthus hirsutus","Helianthus maximiliani","Helianthus pauciflorus","Heuchera richardsonii","Hieracium kalmii","Hieracium longipilum","Hierochloe odorata","Hudsonia tomentosa","Humulus lupulus","Hydrocotyle americana","Hypericum majus","Hypericum perforatum","Hypoxis hirsuta","Ilex verticillata","Impatiens cmx.","Iris versicolor","Iris virginica","Isanthus brachiatus","Juglans cinerea","Juncus canadensis","Juncus dudleyi","Juncus greenei","Juncus nodosus","Juncus vaseyi","Koeleria pyramidata","Krigia biflora","Kuhnia eupatorioides","Lathyrus ochroleucus","Lathyrus palustris","Lathyrus venosus","Lechea stricta","Ledum groenlandicum","Lemna spp.","Lepidium densiflorum","Lepidium virginicum","Leptoloma cognatum","Liatris aspera","Liatris cylindracea","Liatris ligulistylis","Liatris punctata","Liatris pycnostachya","Lilium michiganense","Lilium philadelphicum","Linaria canadensis","Liparis loeselii","Lithospermum caroliniense","Lithospermum incisum","Lobelia cardinalis","Lobelia spicata","Lonicera caerulea","Lonicera canadensis","Lonicera prolifera","Lycopus asper","Lygodesmia juncea","Lysimachia quadriflora","Lysimachia terrestris","Lysimachia thyrsiflora","Lythrum alatum","Matteuccia struthiopteris","Melilotus spp.","Menyanthes trifoliata","Milium effusum","Mimulus ringens","Mirabilis hirsuta","Mitella diphylla","Mitella nuda","Mollugo verticillata","Monotropa uniflora","Muhlenbergia cuspidata","Muhlenbergia glomerata","Muhlenbergia mexicana","Muhlenbergia racemosa","Myosotis scorpioides","Nemopanthus mucronatus","Nepeta cataria","Nuphar luteum","Oenothera clelandii","Oenothera perennis","Oenothera rhombipetala","Onosmodium molle","Ophioglossum pusillum","Orchis spectabilis","Oryzopsis asperifolia","Oryzopsis racemosa","Osmunda cinnamomea","Osmunda regalis","Oxalis cmx.","Oxalis violacea","Oxypolis rigidior","Panax quinquefolium","Panicum boreale","Panicum capillare","Panicum columbianum","Panicum commonsianum","Panicum lanuginosum","Panicum leibergii","Panicum linearifolium","Panicum oligosanthes","Panicum perlongum","Panicum wilcoxianum","Parnassia glauca","Parthenocissus cmx.","Paspalum setaceum","Pedicularis canadensis","Pediomelum argophyllum","Pediomelum esculentum","Penstemon gracilis","Phlox divaricata","Phlox pilosa","Phragmites australis","Pilea cmx.","Pilea spp.","Pinus banksiana","Pinus strobus","Plantago aristata","Plantago patagonica","Poa compressa","Poa paludigena","Poa sylvestris","Pogonia ophioglossoides","Polanisia dodecandra","Polygala polygama","Polygala sanguinea","Polygala senega","Polygonatum pubescens","Polygonella articulata","Polygonum amphibium","Polygonum convolvulus","Polygonum hydropiperoides","Polygonum lapathifolium","Polygonum punctatum","Polygonum sagittatum","Polygonum scandens","Polygonum tenue","Polygonum virginianum","Potentilla argentea","Potentilla palustris","Prenanthes alba","Prenanthes racemosa","Prunus americana","Prunus pumila","Pyrola asarifolia","Ranunculus pensylvanicus","Ranunculus rhomboideus","Ranunculus sceleratus","Rhamnus frangula","Rhus typhina","Ribes hirtellum","Ribes triste","Rosa arkansana","Rosa blanda","Rosa cmx","Rosa cmx.","Rubus cm1","Rubus cm2","Rumex crispus","Rumex orbiculatus","Sagittaria latifolia","Salix amygdaloides","Salix bebbiana","Salix candida","Salix discolor","Salix eriocephala","Salix exigua","Salix humilis","Salix nigra","Salix pedicellaris","Salix serissima","Salsola tragus","Sanicula marilandica","Saxifraga pensylvanica","Scheuchzeria palustris","Schizachne purpurascens","Scirpus acutus","Scirpus atrocinctus","Scirpus atrovirens","Scirpus cyperinus","Scirpus microcarpus","Scirpus pungens","Scirpus validus","Scleria triglomerata","Scutellaria galericulata","Scutellaria leonardi","Scutellaria parvula","Selaginella rupestris","Senecio aureus","Senecio cmx.","Senecio plattensis","Setaria glauca","Sicyos angulatus","Silene antirrhina","Silene cserei","Silene drummondii","Sisyrinchium campestre","Sisyrinchium mucronatum","Sium suave","Smilacina racemosa","Smilacina stellata","Smilacina trifolia","Smilax cmx.","Smilax hispida","Solanum nigrum","Solidago missouriensis","Solidago ptarmicoides","Solidago riddellii","Solidago uliginosa","Sonchus spp.","Sparganium eurycarpum","Sphenopholis obtusata","Spiraea alba","Spiraea tomentosa","Sporobolus asper","Sporobolus cryptandrus","Stachys hispida","Stachys palustris","Staphylea trifolia","Stellaria aquatica","Stipa comata","Stipa spartea","Strophostyles helvola","Symphoricarpos cmx","Symphoricarpos cmx.","Symplocarpus foetidus","Taraxacum spp.","Toxicodendron vernix","Tradescantia bracteata","Tradescantia occidentalis","Triadenum fraseri","Trientalis borealis","Trifolium pratense","Triglochin maritima","Trillium flexipes","Trillium nivale","Triplasis purpurea","Typha spp.","Ulmus rubra","Ulmus thomasii","Vaccinium angustifolium","Vaccinium macrocarpon","Vaccinium oxycoccus","Vernonia fasciculata","Veronica americana","Veronica scutellata","Veronicastrum virginicum","Vicia americana","Vicia angustifolia","Vicia villosa","Viola cm1","Viola cm2","Viola cm3","Viola cm4","Viola pedatifida","Viola renifolia","Viola sagittata","Vulpia octoflora","Zizia aptera"
"LHDL2.12021",3,0,3,0,0,0,0,0.5,0,15,0,0,0,0,3,0,0,0,0,0,0.5,0,3,0,0,0,0,0,0,3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,62.5,37.5,0,3,0,0,0,3,0,0,0,3,0,37.5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LHSP12021",3,0.5,0.5,0,0.5,0,0,0.5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,3,0,0,37.5,15,0,0,3,0,3,0,3,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0,0,0,0,0.5,0,0,0,0,0,3,0,15,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
